"[tensor(0), tensor(2), tensor(1), tensor(4), tensor(0), tensor(2), tensor(1), tensor(2), tensor(1), tensor(0), tensor(0), tensor(3), tensor(0), tensor(0), tensor(1), tensor(2), tensor(0), tensor(0)]","[tensor(1), tensor(2), tensor(3), tensor(2), tensor(1)]","{'acc_top1': 0.352, 'acc_top5': 0.722}",0
"[tensor(3), tensor(1), tensor(4), tensor(2), tensor(2), tensor(0), tensor(0), tensor(1), tensor(0), tensor(0), tensor(2), tensor(3), tensor(0), tensor(1), tensor(2), tensor(1), tensor(0), tensor(1)]","[tensor(2), tensor(2), tensor(2), tensor(2), tensor(1)]","{'acc_top1': 0.831, 'acc_top5': 0.973}",1
"[tensor(1), tensor(3), tensor(0), tensor(2), tensor(0), tensor(2), tensor(0), tensor(1), tensor(1), tensor(1), tensor(1), tensor(1), tensor(2), tensor(1), tensor(0), tensor(1), tensor(1), tensor(0)]","[tensor(2), tensor(1), tensor(3), tensor(0), tensor(2)]","{'acc_top1': 0.811, 'acc_top5': 0.969}",2
"[tensor(2), tensor(1), tensor(2), tensor(5), tensor(2), tensor(1), tensor(1), tensor(0), tensor(1), tensor(1), tensor(1), tensor(4), tensor(0), tensor(0), tensor(1), tensor(0), tensor(0), tensor(0)]","[tensor(1), tensor(2), tensor(0), tensor(1), tensor(1)]","{'acc_top1': 0.181, 'acc_top5': 0.451}",3
"[tensor(0), tensor(3), tensor(2), tensor(2), tensor(1), tensor(1), tensor(1), tensor(1), tensor(0), tensor(2), tensor(0), tensor(1), tensor(1), tensor(0), tensor(0), tensor(1), tensor(1), tensor(1)]","[tensor(2), tensor(0), tensor(3), tensor(0), tensor(2)]","{'acc_top1': 0.799, 'acc_top5': 0.965}",5
"[tensor(3), tensor(2), tensor(1), tensor(0), tensor(3), tensor(0), tensor(1), tensor(1), tensor(2), tensor(2), tensor(0), tensor(1), tensor(0), tensor(1), tensor(2), tensor(1), tensor(0), tensor(0)]","[tensor(1), tensor(1), tensor(1), tensor(2), tensor(1)]","{'acc_top1': 0.017, 'acc_top5': 0.076}",6
"[tensor(3), tensor(3), tensor(1), tensor(1), tensor(2), tensor(1), tensor(0), tensor(1), tensor(2), tensor(0), tensor(2), tensor(1), tensor(2), tensor(0), tensor(0), tensor(0), tensor(0), tensor(1)]","[tensor(2), tensor(2), tensor(0), tensor(2), tensor(1)]","{'acc_top1': 0.834, 'acc_top5': 0.979}",7
"[tensor(1), tensor(2), tensor(4), tensor(0), tensor(3), tensor(2), tensor(1), tensor(1), tensor(0), tensor(0), tensor(0), tensor(1), tensor(0), tensor(0), tensor(1), tensor(1), tensor(1), tensor(0)]","[tensor(1), tensor(1), tensor(1), tensor(0), tensor(1)]","{'acc_top1': 0.017, 'acc_top5': 0.084}",8
"[tensor(1), tensor(0), tensor(3), tensor(1), tensor(0), tensor(2), tensor(1), tensor(0), tensor(0), tensor(2), tensor(0), tensor(1), tensor(1), tensor(1), tensor(2), tensor(0), tensor(1), tensor(0)]","[tensor(1), tensor(0), tensor(3), tensor(1), tensor(1)]","{'acc_top1': 0.798, 'acc_top5': 0.965}",9
"[tensor(1), tensor(1), tensor(0), tensor(2), tensor(1), tensor(1), tensor(1), tensor(2), tensor(2), tensor(2), tensor(0), tensor(5), tensor(2), tensor(1), tensor(0), tensor(2), tensor(0), tensor(0)]","[tensor(2), tensor(2), tensor(2), tensor(0), tensor(2)]","{'acc_top1': 0.815, 'acc_top5': 0.971}",10
"[tensor(2), tensor(0), tensor(0), tensor(5), tensor(3), tensor(1), tensor(0), tensor(2), tensor(0), tensor(0), tensor(0), tensor(2), tensor(3), tensor(0), tensor(2), tensor(2), tensor(1), tensor(0)]","[tensor(0), tensor(2), tensor(1), tensor(2), tensor(1)]","{'acc_top1': 0.213, 'acc_top5': 0.617}",11
"[tensor(3), tensor(2), tensor(0), tensor(0), tensor(1), tensor(0), tensor(1), tensor(1), tensor(1), tensor(1), tensor(0), tensor(0), tensor(1), tensor(0), tensor(0), tensor(2), tensor(1), tensor(1)]","[tensor(0), tensor(0), tensor(1), tensor(2), tensor(1)]","{'acc_top1': 0.028, 'acc_top5': 0.085}",12
"[tensor(1), tensor(0), tensor(1), tensor(0), tensor(1), tensor(0), tensor(1), tensor(2), tensor(0), tensor(1), tensor(0), tensor(1), tensor(0), tensor(1), tensor(1), tensor(2), tensor(0), tensor(0)]","[tensor(0), tensor(1), tensor(0), tensor(2), tensor(2)]","{'acc_top1': 0.844, 'acc_top5': 0.978}",13
"[tensor(1), tensor(2), tensor(1), tensor(0), tensor(0), tensor(1), tensor(0), tensor(1), tensor(1), tensor(1), tensor(1), tensor(2), tensor(0), tensor(1), tensor(2), tensor(1), tensor(0), tensor(0)]","[tensor(1), tensor(0), tensor(0), tensor(1), tensor(2)]","{'acc_top1': 0.852, 'acc_top5': 0.98}",14
"[tensor(0), tensor(0), tensor(2), tensor(4), tensor(0), tensor(0), tensor(1), tensor(1), tensor(0), tensor(2), tensor(0), tensor(1), tensor(0), tensor(0), tensor(0), tensor(2), tensor(1), tensor(1)]","[tensor(1), tensor(0), tensor(3), tensor(1), tensor(1)]","{'acc_top1': 0.774, 'acc_top5': 0.965}",15
"[tensor(3), tensor(2), tensor(1), tensor(5), tensor(0), tensor(0), tensor(1), tensor(2), tensor(1), tensor(1), tensor(2), tensor(0), tensor(3), tensor(0), tensor(0), tensor(2), tensor(0), tensor(1)]","[tensor(0), tensor(1), tensor(1), tensor(0), tensor(1)]","{'acc_top1': 0.017, 'acc_top5': 0.083}",17
"[tensor(3), tensor(2), tensor(3), tensor(5), tensor(2), tensor(2), tensor(0), tensor(1), tensor(0), tensor(2), tensor(2), tensor(4), tensor(0), tensor(1), tensor(1), tensor(2), tensor(0), tensor(0)]","[tensor(0), tensor(0), tensor(0), tensor(2), tensor(0)]","{'acc_top1': 0.817, 'acc_top5': 0.967}",18
"[tensor(3), tensor(3), tensor(3), tensor(0), tensor(1), tensor(0), tensor(0), tensor(1), tensor(2), tensor(0), tensor(2), tensor(5), tensor(3), tensor(1), tensor(2), tensor(1), tensor(0), tensor(0)]","[tensor(0), tensor(0), tensor(0), tensor(0), tensor(1)]","{'acc_top1': 0.834, 'acc_top5': 0.978}",19
"[tensor(1), tensor(2), tensor(4), tensor(1), tensor(3), tensor(0), tensor(0), tensor(0), tensor(0), tensor(2), tensor(1), tensor(3), tensor(1), tensor(0), tensor(1), tensor(2), tensor(0), tensor(1)]","[tensor(0), tensor(2), tensor(3), tensor(1), tensor(0)]","{'acc_top1': 0.753, 'acc_top5': 0.959}",20
"[tensor(1), tensor(2), tensor(1), tensor(2), tensor(3), tensor(1), tensor(0), tensor(2), tensor(0), tensor(2), tensor(2), tensor(1), tensor(3), tensor(0), tensor(0), tensor(1), tensor(1), tensor(1)]","[tensor(2), tensor(1), tensor(1), tensor(2), tensor(0)]","{'acc_top1': 0.017, 'acc_top5': 0.085}",21
"[tensor(0), tensor(0), tensor(4), tensor(5), tensor(3), tensor(0), tensor(1), tensor(1), tensor(2), tensor(2), tensor(2), tensor(4), tensor(3), tensor(1), tensor(0), tensor(0), tensor(1), tensor(0)]","[tensor(1), tensor(0), tensor(3), tensor(2), tensor(0)]","{'acc_top1': 0.571, 'acc_top5': 0.89}",22
"[tensor(2), tensor(0), tensor(0), tensor(5), tensor(0), tensor(2), tensor(1), tensor(1), tensor(2), tensor(0), tensor(0), tensor(4), tensor(0), tensor(1), tensor(2), tensor(2), tensor(1), tensor(1)]","[tensor(1), tensor(0), tensor(0), tensor(0), tensor(2)]","{'acc_top1': 0.844, 'acc_top5': 0.978}",23
"[tensor(2), tensor(0), tensor(4), tensor(1), tensor(1), tensor(0), tensor(0), tensor(1), tensor(0), tensor(0), tensor(0), tensor(1), tensor(2), tensor(0), tensor(1), tensor(2), tensor(1), tensor(0)]","[tensor(0), tensor(1), tensor(2), tensor(1), tensor(0)]","{'acc_top1': 0.057, 'acc_top5': 0.295}",24
"[tensor(2), tensor(3), tensor(0), tensor(0), tensor(1), tensor(0), tensor(0), tensor(2), tensor(2), tensor(1), tensor(0), tensor(4), tensor(3), tensor(1), tensor(2), tensor(0), tensor(1), tensor(0)]","[tensor(0), tensor(1), tensor(2), tensor(2), tensor(1)]","{'acc_top1': 0.181, 'acc_top5': 0.518}",26
"[tensor(3), tensor(0), tensor(4), tensor(5), tensor(0), tensor(2), tensor(0), tensor(1), tensor(2), tensor(1), tensor(0), tensor(0), tensor(2), tensor(0), tensor(0), tensor(2), tensor(1), tensor(0)]","[tensor(0), tensor(1), tensor(3), tensor(0), tensor(2)]","{'acc_top1': 0.612, 'acc_top5': 0.91}",28
"[tensor(3), tensor(1), tensor(4), tensor(3), tensor(3), tensor(0), tensor(0), tensor(0), tensor(2), tensor(0), tensor(2), tensor(1), tensor(3), tensor(1), tensor(2), tensor(2), tensor(0), tensor(0)]","[tensor(0), tensor(0), tensor(2), tensor(2), tensor(0)]","{'acc_top1': 0.017, 'acc_top5': 0.083}",29
"[tensor(0), tensor(2), tensor(4), tensor(3), tensor(1), tensor(2), tensor(1), tensor(2), tensor(1), tensor(1), tensor(1), tensor(5), tensor(1), tensor(0), tensor(2), tensor(0), tensor(1), tensor(1)]","[tensor(1), tensor(0), tensor(3), tensor(1), tensor(1)]","{'acc_top1': 0.772, 'acc_top5': 0.96}",32
"[tensor(0), tensor(1), tensor(2), tensor(1), tensor(0), tensor(0), tensor(1), tensor(0), tensor(0), tensor(2), tensor(1), tensor(1), tensor(0), tensor(1), tensor(1), tensor(2), tensor(1), tensor(1)]","[tensor(0), tensor(2), tensor(2), tensor(0), tensor(0)]","{'acc_top1': 0.37, 'acc_top5': 0.762}",33
"[tensor(0), tensor(3), tensor(4), tensor(4), tensor(2), tensor(1), tensor(0), tensor(2), tensor(2), tensor(2), tensor(0), tensor(2), tensor(0), tensor(0), tensor(0), tensor(1), tensor(0), tensor(0)]","[tensor(2), tensor(0), tensor(0), tensor(2), tensor(2)]","{'acc_top1': 0.816, 'acc_top5': 0.97}",34
"[tensor(2), tensor(0), tensor(3), tensor(2), tensor(2), tensor(2), tensor(1), tensor(2), tensor(1), tensor(1), tensor(1), tensor(5), tensor(0), tensor(1), tensor(2), tensor(2), tensor(0), tensor(0)]","[tensor(0), tensor(0), tensor(3), tensor(0), tensor(2)]","{'acc_top1': 0.819, 'acc_top5': 0.971}",35
"[tensor(2), tensor(2), tensor(1), tensor(1), tensor(0), tensor(2), tensor(1), tensor(0), tensor(0), tensor(1), tensor(1), tensor(2), tensor(1), tensor(1), tensor(1), tensor(2), tensor(0), tensor(0)]","[tensor(1), tensor(0), tensor(2), tensor(1), tensor(0)]","{'acc_top1': 0.648, 'acc_top5': 0.919}",36
"[tensor(0), tensor(0), tensor(2), tensor(5), tensor(0), tensor(1), tensor(0), tensor(2), tensor(2), tensor(2), tensor(2), tensor(1), tensor(2), tensor(0), tensor(0), tensor(0), tensor(0), tensor(1)]","[tensor(1), tensor(0), tensor(1), tensor(2), tensor(1)]","{'acc_top1': 0.032, 'acc_top5': 0.098}",37
