0,"[0, 2, 1, 4, 0, 2, 2, 2, 1, 0, 0, 3, 0, 0, 1, 3, 0, 0]","[1, 2, 3, 2, 1]","{'acc_top1': 0.497, 'acc_top5': 0.872}"
1,"[1, 2, 4, 3, 1, 0, 0, 1, 1, 2, 2, 4, 1, 1, 1, 1, 1, 0]","[0, 2, 1, 2, 0]","{'acc_top1': 0.258, 'acc_top5': 0.607}"
2,"[4, 0, 4, 1, 0, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 0, 1, 1]","[1, 0, 1, 1, 1]","{'acc_top1': 0.383, 'acc_top5': 0.765}"
3,"[0, 2, 3, 3, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 2, 0, 0, 0]","[2, 1, 3, 1, 2]","{'acc_top1': 0.873, 'acc_top5': 0.985}"
4,"[4, 3, 3, 4, 3, 1, 1, 2, 0, 1, 1, 3, 3, 0, 1, 1, 1, 1]","[2, 2, 3, 0, 1]","{'acc_top1': 0.92, 'acc_top5': 0.991}"
5,"[2, 0, 3, 5, 0, 2, 1, 1, 1, 2, 0, 5, 3, 0, 2, 2, 1, 1]","[0, 2, 0, 2, 1]","{'acc_top1': 0.892, 'acc_top5': 0.987}"
6,"[4, 0, 1, 4, 1, 2, 0, 2, 2, 0, 0, 5, 0, 1, 1, 1, 0, 0]","[1, 2, 2, 1, 1]","{'acc_top1': 0.719, 'acc_top5': 0.948}"
7,"[4, 2, 3, 2, 0, 1, 1, 1, 1, 1, 0, 0, 3, 1, 2, 0, 0, 0]","[2, 1, 0, 2, 0]","{'acc_top1': 0.933, 'acc_top5': 0.993}"
8,"[2, 0, 3, 5, 0, 2, 1, 2, 2, 2, 2, 1, 3, 0, 2, 0, 0, 1]","[2, 0, 1, 0, 0]","{'acc_top1': 0.688, 'acc_top5': 0.955}"
9,"[0, 1, 1, 5, 3, 1, 1, 2, 2, 1, 2, 2, 1, 3, 2, 2, 0, 0]","[2, 0, 1, 2, 0]","{'acc_top1': 0.027, 'acc_top5': 0.099}"
10,"[0, 2, 4, 2, 0, 1, 1, 2, 0, 0, 0, 3, 3, 3, 0, 3, 1, 1]","[1, 2, 2, 1, 2]","{'acc_top1': 0.347, 'acc_top5': 0.732}"
