27,"[1, 2, 2, 5, 1, 0, 0, 2, 0, 1, 2, 5, 1, 1, 1, 3, 1, 0]","[0, 1, 1, 2, 2]","{'acc_top1': 0.025, 'acc_top5': 0.092}"
29,"[2, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 1, 0]","[2, 2, 2, 1, 2]","{'acc_top1': 0.082, 'acc_top5': 0.343}"
30,"[2, 2, 1, 4, 0, 0, 0, 1, 0, 2, 0, 4, 1, 2, 1, 2, 1, 0]","[1, 2, 2, 2, 2]","{'acc_top1': 0.033, 'acc_top5': 0.099}"
31,"[2, 2, 3, 2, 3, 1, 0, 2, 1, 0, 2, 3, 1, 2, 2, 2, 1, 1]","[0, 2, 3, 2, 2]","{'acc_top1': 0.017, 'acc_top5': 0.085}"
32,"[1, 2, 3, 0, 3, 1, 1, 1, 1, 0, 0, 2, 1, 1, 1, 1, 1, 0]","[2, 1, 0, 1, 2]","{'acc_top1': 0.852, 'acc_top5': 0.978}"
33,"[0, 2, 4, 4, 2, 1, 0, 0, 1, 1, 2, 2, 2, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0]","{'acc_top1': 0.017, 'acc_top5': 0.083}"
34,"[2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 2, 5, 0, 2, 1, 3, 0, 1]","[0, 2, 3, 0, 2]","{'acc_top1': 0.163, 'acc_top5': 0.502}"
36,"[2, 0, 3, 4, 0, 0, 1, 2, 0, 0, 2, 2, 1, 2, 1, 0, 1, 0]","[2, 1, 2, 1, 0]","{'acc_top1': 0.485, 'acc_top5': 0.852}"
37,"[2, 3, 3, 4, 3, 0, 1, 2, 0, 0, 2, 5, 3, 3, 0, 0, 1, 1]","[1, 2, 1, 0, 1]","{'acc_top1': 0.017, 'acc_top5': 0.083}"
38,"[2, 1, 2, 0, 3, 1, 0, 1, 1, 0, 2, 3, 2, 2, 0, 2, 1, 0]","[2, 1, 3, 2, 0]","{'acc_top1': 0.76, 'acc_top5': 0.958}"
39,"[1, 1, 1, 0, 2, 0, 1, 1, 1, 1, 1, 5, 3, 0, 2, 3, 1, 0]","[1, 2, 2, 0, 1]","{'acc_top1': 0.017, 'acc_top5': 0.065}"
1001,"[0, 2, 3, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 2, 3, 0, 0]","[2, 1, 2, 0, 0]","{'acc_top1': 0.815, 'acc_top5': 0.971}"
40,"[3, 3, 3, 5, 0, 1, 0, 2, 0, 2, 2, 0, 3, 3, 0, 2, 0, 1]","[1, 2, 3, 2, 0]","{'acc_top1': 0.017, 'acc_top5': 0.083}"
41,"[2, 1, 1, 1, 0, 1, 1, 1, 2, 2, 2, 0, 0, 2, 1, 0, 1, 1]","[1, 1, 1, 1, 2]","{'acc_top1': 0.029, 'acc_top5': 0.162}"
42,"[0, 0, 0, 1, 2, 0, 0, 1, 1, 2, 2, 2, 0, 3, 1, 3, 0, 1]","[2, 2, 2, 0, 0]","{'acc_top1': 0.396, 'acc_top5': 0.781}"
43,"[2, 2, 4, 0, 2, 0, 0, 2, 2, 2, 2, 2, 1, 0, 0, 0, 0, 1]","[1, 2, 2, 0, 1]","{'acc_top1': 0.028, 'acc_top5': 0.119}"
44,"[2, 3, 1, 4, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 2, 2, 0, 0]","[1, 2, 2, 2, 0]","{'acc_top1': 0.024, 'acc_top5': 0.083}"
45,"[0, 1, 0, 4, 2, 0, 1, 1, 0, 1, 0, 5, 3, 3, 1, 1, 0, 1]","[1, 1, 0, 1, 0]","{'acc_top1': 0.658, 'acc_top5': 0.932}"
46,"[1, 1, 1, 5, 2, 1, 0, 1, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0]","[2, 2, 0, 1, 1]","{'acc_top1': 0.017, 'acc_top5': 0.084}"
