49,"[0, 1, 3, 3, 3, 0, 1, 2, 0, 2, 1, 4, 1, 1, 0, 2, 1, 0]","[0, 1, 1, 2, 0]","{'acc_top1': 0.017, 'acc_top5': 0.083}"
50,"[2, 2, 2, 5, 1, 0, 0, 1, 2, 2, 0, 1, 1, 1, 0, 0, 1, 1]","[0, 1, 2, 2, 0]","{'acc_top1': 0.21, 'acc_top5': 0.48}"
52,"[0, 0, 1, 3, 3, 0, 1, 2, 2, 0, 0, 4, 1, 0, 1, 0, 1, 0]","[1, 2, 3, 0, 0]","{'acc_top1': 0.838, 'acc_top5': 0.98}"
53,"[3, 0, 0, 3, 0, 1, 1, 1, 0, 1, 0, 3, 3, 0, 0, 1, 0, 0]","[1, 2, 3, 0, 0]","{'acc_top1': 0.829, 'acc_top5': 0.981}"
54,"[3, 0, 3, 4, 1, 2, 1, 1, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0]","[1, 2, 1, 2, 2]","{'acc_top1': 0.719, 'acc_top5': 0.954}"
55,"[2, 2, 1, 2, 0, 1, 1, 2, 2, 2, 1, 0, 0, 1, 2, 1, 0, 0]","[1, 1, 0, 1, 0]","{'acc_top1': 0.927, 'acc_top5': 0.992}"
56,"[3, 2, 2, 1, 0, 2, 0, 1, 2, 2, 1, 3, 1, 0, 1, 1, 0, 0]","[0, 0, 1, 2, 0]","{'acc_top1': 0.017, 'acc_top5': 0.083}"
57,"[2, 2, 0, 3, 0, 1, 1, 2, 1, 1, 0, 0, 3, 1, 0, 1, 1, 0]","[1, 2, 0, 1, 1]","{'acc_top1': 0.898, 'acc_top5': 0.989}"
58,"[2, 3, 3, 5, 1, 2, 1, 2, 1, 1, 2, 5, 0, 1, 2, 1, 1, 1]","[1, 2, 3, 0, 1]","{'acc_top1': 0.898, 'acc_top5': 0.99}"
59,"[0, 3, 1, 2, 3, 0, 1, 1, 2, 2, 1, 3, 3, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 0]","{'acc_top1': 0.045, 'acc_top5': 0.198}"
1001,"[3, 2, 3, 3, 0, 1, 0, 2, 1, 0, 0, 5, 0, 0, 1, 0, 0, 0]","[2, 2, 0, 0, 0]","{'acc_top1': 0.955, 'acc_top5': 0.993}"
61,"[0, 2, 0, 3, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 2, 2, 0, 0]","[2, 2, 2, 1, 1]","{'acc_top1': 0.917, 'acc_top5': 0.991}"
63,"[1, 0, 2, 3, 1, 1, 0, 1, 1, 2, 0, 1, 3, 1, 1, 2, 1, 1]","[0, 1, 3, 2, 2]","{'acc_top1': 0.597, 'acc_top5': 0.912}"
64,"[3, 0, 1, 4, 0, 2, 1, 0, 1, 1, 1, 3, 2, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 0]","{'acc_top1': 0.036, 'acc_top5': 0.17}"
65,"[0, 3, 3, 4, 1, 2, 0, 1, 2, 2, 2, 2, 3, 0, 0, 0, 1, 1]","[1, 2, 3, 1, 0]","{'acc_top1': 0.862, 'acc_top5': 0.983}"
66,"[2, 0, 3, 0, 2, 1, 0, 2, 0, 1, 0, 5, 0, 1, 0, 0, 0, 0]","[1, 1, 2, 2, 2]","{'acc_top1': 0.487, 'acc_top5': 0.839}"
67,"[1, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 4, 1, 0, 0, 1, 1, 1]","[0, 0, 2, 0, 2]","{'acc_top1': 0.822, 'acc_top5': 0.973}"
68,"[2, 2, 3, 5, 3, 1, 1, 0, 1, 0, 1, 1, 1, 1, 2, 2, 0, 1]","[0, 1, 2, 1, 0]","{'acc_top1': 0.136, 'acc_top5': 0.439}"
69,"[3, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 2, 0, 0, 0, 0, 1]","[0, 0, 3, 2, 2]","{'acc_top1': 0.604, 'acc_top5': 0.92}"
70,"[1, 1, 2, 5, 2, 0, 1, 2, 0, 2, 2, 5, 1, 0, 1, 1, 1, 0]","[1, 2, 0, 0, 2]","{'acc_top1': 0.813, 'acc_top5': 0.977}"
71,"[3, 2, 2, 3, 1, 2, 1, 2, 2, 1, 1, 2, 2, 0, 1, 0, 0, 0]","[1, 0, 2, 2, 0]","{'acc_top1': 0.024, 'acc_top5': 0.125}"
72,"[2, 0, 4, 0, 0, 2, 0, 2, 0, 2, 1, 4, 3, 0, 0, 2, 0, 1]","[2, 0, 1, 0, 2]","{'acc_top1': 0.703, 'acc_top5': 0.955}"
73,"[0, 1, 0, 1, 3, 0, 0, 2, 1, 0, 1, 1, 0, 0, 2, 2, 0, 0]","[1, 0, 0, 2, 0]","{'acc_top1': 0.547, 'acc_top5': 0.901}"
74,"[1, 3, 4, 4, 0, 2, 1, 1, 2, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 2, 1, 0]","{'acc_top1': 0.249, 'acc_top5': 0.646}"
75,"[1, 3, 4, 2, 2, 2, 0, 2, 2, 0, 2, 2, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 2]","{'acc_top1': 0.91, 'acc_top5': 0.989}"
