"[tensor(0), tensor(2), tensor(1), tensor(4), tensor(0), tensor(2), tensor(1), tensor(2), tensor(1), tensor(0), tensor(0), tensor(3), tensor(0), tensor(0), tensor(1), tensor(2), tensor(0), tensor(0)]","[tensor(1), tensor(2), tensor(3), tensor(2), tensor(1)]","{'acc_top1': 0.81, 'acc_top5': 0.975}",0
"[tensor(0), tensor(2), tensor(1), tensor(1), tensor(0), tensor(0), tensor(1), tensor(1), tensor(0), tensor(0), tensor(2), tensor(5), tensor(0), tensor(0), tensor(0), tensor(0), tensor(1), tensor(1)]","[tensor(1), tensor(2), tensor(0), tensor(0), tensor(0)]","{'acc_top1': 0.916, 'acc_top5': 0.988}",1
"[tensor(0), tensor(0), tensor(1), tensor(5), tensor(0), tensor(0), tensor(0), tensor(1), tensor(1), tensor(0), tensor(1), tensor(1), tensor(1), tensor(1), tensor(2), tensor(2), tensor(1), tensor(0)]","[tensor(0), tensor(2), tensor(3), tensor(2), tensor(2)]","{'acc_top1': 0.859, 'acc_top5': 0.983}",2
"[tensor(1), tensor(2), tensor(3), tensor(4), tensor(0), tensor(1), tensor(0), tensor(2), tensor(0), tensor(0), tensor(0), tensor(2), tensor(0), tensor(0), tensor(1), tensor(1), tensor(1), tensor(1)]","[tensor(1), tensor(1), tensor(3), tensor(1), tensor(1)]","{'acc_top1': 0.433, 'acc_top5': 0.772}",4
"[tensor(1), tensor(1), tensor(4), tensor(2), tensor(1), tensor(1), tensor(0), tensor(2), tensor(2), tensor(0), tensor(0), tensor(2), tensor(3), tensor(0), tensor(1), tensor(0), tensor(1), tensor(1)]","[tensor(1), tensor(2), tensor(1), tensor(1), tensor(2)]","{'acc_top1': 0.652, 'acc_top5': 0.946}",5
"[tensor(1), tensor(2), tensor(1), tensor(0), tensor(3), tensor(0), tensor(0), tensor(2), tensor(2), tensor(0), tensor(0), tensor(5), tensor(0), tensor(0), tensor(1), tensor(2), tensor(1), tensor(0)]","[tensor(2), tensor(0), tensor(1), tensor(0), tensor(2)]","{'acc_top1': 0.736, 'acc_top5': 0.95}",6
"[tensor(0), tensor(3), tensor(3), tensor(2), tensor(3), tensor(1), tensor(0), tensor(1), tensor(1), tensor(2), tensor(1), tensor(4), tensor(0), tensor(0), tensor(1), tensor(1), tensor(1), tensor(0)]","[tensor(2), tensor(2), tensor(0), tensor(0), tensor(1)]","{'acc_top1': 0.924, 'acc_top5': 0.991}",7
"[tensor(2), tensor(2), tensor(1), tensor(3), tensor(0), tensor(1), tensor(0), tensor(0), tensor(1), tensor(1), tensor(2), tensor(4), tensor(0), tensor(0), tensor(2), tensor(2), tensor(1), tensor(1)]","[tensor(1), tensor(2), tensor(1), tensor(2), tensor(1)]","{'acc_top1': 0.694, 'acc_top5': 0.948}",9
"[tensor(0), tensor(2), tensor(3), tensor(3), tensor(3), tensor(1), tensor(0), tensor(2), tensor(1), tensor(0), tensor(2), tensor(2), tensor(2), tensor(0), tensor(1), tensor(2), tensor(0), tensor(0)]","[tensor(1), tensor(2), tensor(0), tensor(1), tensor(1)]","{'acc_top1': 0.825, 'acc_top5': 0.978}",10
"[tensor(1), tensor(1), tensor(2), tensor(1), tensor(2), tensor(1), tensor(1), tensor(2), tensor(1), tensor(2), tensor(2), tensor(1), tensor(3), tensor(0), tensor(1), tensor(2), tensor(1), tensor(0)]","[tensor(2), tensor(2), tensor(0), tensor(1), tensor(0)]","{'acc_top1': 0.901, 'acc_top5': 0.991}",11
"[tensor(2), tensor(1), tensor(0), tensor(2), tensor(1), tensor(0), tensor(0), tensor(0), tensor(1), tensor(0), tensor(0), tensor(5), tensor(0), tensor(0), tensor(1), tensor(0), tensor(0), tensor(1)]","[tensor(2), tensor(1), tensor(0), tensor(1), tensor(2)]","{'acc_top1': 0.921, 'acc_top5': 0.99}",12
"[tensor(3), tensor(2), tensor(2), tensor(3), tensor(0), tensor(2), tensor(0), tensor(1), tensor(1), tensor(0), tensor(1), tensor(0), tensor(1), tensor(1), tensor(1), tensor(0), tensor(0), tensor(0)]","[tensor(2), tensor(1), tensor(0), tensor(0), tensor(0)]","{'acc_top1': 0.926, 'acc_top5': 0.992}",13
"[tensor(2), tensor(3), tensor(0), tensor(4), tensor(2), tensor(0), tensor(1), tensor(0), tensor(1), tensor(1), tensor(2), tensor(4), tensor(0), tensor(1), tensor(0), tensor(1), tensor(1), tensor(1)]","[tensor(2), tensor(1), tensor(0), tensor(2), tensor(0)]","{'acc_top1': 0.919, 'acc_top5': 0.988}",14
