"[tensor(0), tensor(2), tensor(1), tensor(4), tensor(0), tensor(2), tensor(2), tensor(2), tensor(1), tensor(0), tensor(0), tensor(3), tensor(0), tensor(0), tensor(1), tensor(3), tensor(0), tensor(0)]","[tensor(1), tensor(2), tensor(3), tensor(2), tensor(1)]","{'acc_top1': 0.454, 'acc_top5': 0.823}",0
"[tensor(3), tensor(1), tensor(4), tensor(2), tensor(2), tensor(0), tensor(1), tensor(1), tensor(0), tensor(0), tensor(2), tensor(3), tensor(0), tensor(2), tensor(2), tensor(2), tensor(0), tensor(1)]","[tensor(2), tensor(2), tensor(2), tensor(2), tensor(1)]","{'acc_top1': 0.844, 'acc_top5': 0.975}",1
"[tensor(1), tensor(3), tensor(0), tensor(2), tensor(0), tensor(2), tensor(0), tensor(1), tensor(1), tensor(1), tensor(1), tensor(1), tensor(2), tensor(3), tensor(0), tensor(2), tensor(1), tensor(0)]","[tensor(2), tensor(1), tensor(3), tensor(0), tensor(2)]","{'acc_top1': 0.801, 'acc_top5': 0.97}",2
"[tensor(2), tensor(1), tensor(2), tensor(5), tensor(2), tensor(1), tensor(2), tensor(0), tensor(1), tensor(1), tensor(1), tensor(4), tensor(0), tensor(1), tensor(1), tensor(0), tensor(0), tensor(0)]","[tensor(1), tensor(2), tensor(0), tensor(1), tensor(1)]","{'acc_top1': 0.734, 'acc_top5': 0.954}",3
"[tensor(1), tensor(3), tensor(1), tensor(0), tensor(3), tensor(0), tensor(1), tensor(2), tensor(2), tensor(1), tensor(2), tensor(2), tensor(0), tensor(1), tensor(2), tensor(2), tensor(0), tensor(1)]","[tensor(1), tensor(1), tensor(1), tensor(2), tensor(0)]","{'acc_top1': 0.017, 'acc_top5': 0.083}",4
"[tensor(3), tensor(1), tensor(4), tensor(2), tensor(0), tensor(0), tensor(0), tensor(0), tensor(2), tensor(1), tensor(1), tensor(2), tensor(3), tensor(0), tensor(1), tensor(3), tensor(1), tensor(1)]","[tensor(1), tensor(0), tensor(3), tensor(0), tensor(0)]","{'acc_top1': 0.464, 'acc_top5': 0.853}",5
"[tensor(2), tensor(0), tensor(3), tensor(0), tensor(3), tensor(2), tensor(2), tensor(1), tensor(1), tensor(2), tensor(1), tensor(0), tensor(1), tensor(3), tensor(0), tensor(2), tensor(0), tensor(1)]","[tensor(2), tensor(1), tensor(0), tensor(2), tensor(1)]","{'acc_top1': 0.834, 'acc_top5': 0.977}",6
"[tensor(0), tensor(1), tensor(0), tensor(1), tensor(1), tensor(0), tensor(2), tensor(2), tensor(0), tensor(2), tensor(1), tensor(3), tensor(3), tensor(0), tensor(2), tensor(0), tensor(1), tensor(0)]","[tensor(1), tensor(0), tensor(0), tensor(0), tensor(2)]","{'acc_top1': 0.324, 'acc_top5': 0.742}",7
"[tensor(1), tensor(0), tensor(3), tensor(5), tensor(1), tensor(1), tensor(1), tensor(2), tensor(2), tensor(1), tensor(2), tensor(5), tensor(3), tensor(0), tensor(2), tensor(1), tensor(0), tensor(0)]","[tensor(1), tensor(1), tensor(2), tensor(1), tensor(0)]","{'acc_top1': 0.19, 'acc_top5': 0.52}",8
"[tensor(3), tensor(2), tensor(4), tensor(4), tensor(1), tensor(1), tensor(2), tensor(2), tensor(0), tensor(0), tensor(1), tensor(0), tensor(1), tensor(3), tensor(0), tensor(3), tensor(1), tensor(0)]","[tensor(2), tensor(2), tensor(3), tensor(2), tensor(2)]","{'acc_top1': 0.735, 'acc_top5': 0.954}",9
"[tensor(1), tensor(0), tensor(3), tensor(3), tensor(3), tensor(2), tensor(0), tensor(0), tensor(2), tensor(2), tensor(0), tensor(3), tensor(0), tensor(1), tensor(1), tensor(1), tensor(1), tensor(0)]","[tensor(0), tensor(0), tensor(0), tensor(1), tensor(0)]","{'acc_top1': 0.842, 'acc_top5': 0.975}",10
"[tensor(3), tensor(0), tensor(4), tensor(1), tensor(3), tensor(0), tensor(1), tensor(0), tensor(0), tensor(2), tensor(2), tensor(2), tensor(3), tensor(2), tensor(0), tensor(2), tensor(0), tensor(0)]","[tensor(1), tensor(1), tensor(2), tensor(0), tensor(0)]","{'acc_top1': 0.157, 'acc_top5': 0.494}",11
"[tensor(3), tensor(0), tensor(2), tensor(0), tensor(3), tensor(0), tensor(0), tensor(1), tensor(1), tensor(0), tensor(0), tensor(1), tensor(2), tensor(1), tensor(1), tensor(0), tensor(0), tensor(1)]","[tensor(1), tensor(0), tensor(2), tensor(0), tensor(0)]","{'acc_top1': 0.748, 'acc_top5': 0.955}",12
